username,user_id,city,country,gender,year_of_birth,CSP,goals,level_of_education
Aameziane,16482063,,,,,,,
Aamico,9142821,,,,,,,
aamiot,,,,,,,,
Aamir_L_ALI,1748739,,,,,,,
aamirbwp,11129385,,,,,,,
AamirNiaz,2575699,,,,,,,
AAMLourenco,21250197,,,,,,,
AAMMOU,,,,,,,,
aamonnz,30772,,,,,,,
AAmouroux,18561850,,,,,,,
AAmraoui,,,,,,,,
Aandas,,,,,,,,
aandre85,,,,,,,,
aandres,,,,,,,,
aang,,Cotonou,BJ,m,None,,,m
aannaque,,,,,,,,
aanniet,18460291,,,,,,,
aanno,,,,,,,,
AANTHONYGERROLDT,,,,,,,,
aantonin,3227825,,,,,,,
AANWAR786,17453448,,,,,,,
Aaokiji,,,,,,,,
aaomtim,3792778,,,,,,,
aaouda,,,,,,,,
aapanda,2823120,,,,,,,
AARAB,,,,m,,Enseignant,,
aarabaarab36,,,,,,,,
aarabdelaali,,,,,,,,
aarachid,,,,,,,,
aaradan,,,,,,,,
AArbaouiTN,,,,,,,,
AArdanza,4020761,,,,,,,
aardisso,,,,,,,,
aardjoun,,PARIS,FR,m,1985,,Je souhaite approfondir mes connaissance en électronique et pour me former à la conception d'IoT,hs
Aardvark,,,,,,,,
Aariciad,2299813,,,,,,,
Aarinen,,Paris,FR,m,1993,Etudiant,Je suis étudiant en design de produit et cela fait un peu moins d'un an que je m'intéresse beaucoup aux électroniques permettant l'interaction avec tout et n'importe quoi. Je suis ainsi curieux du contenu que vous pouvez proposer et partager.,m
Aarlota,,Grenoble,FR,f,1983,,,hs
aarm,83153,,,,,,,
aarnauld,,,,,,,,
aArno,2240275,,,,,,,
Aaron_T,4412318,,,,,,,
Aaron-Mexicali,7987124,,,,,,,
aaron-xyz,13098075,,,,,,,
aaronanama,10498040,,,,,,,
AaronCrow,10566132,,,,,,,
AaronEdX,1102600,,,,,,,
AaronJJ,3656615,,,,,,,
AaronJohn,2928225,,,,,,,
AaronMB,5147026,,,,,,,
AaronMolenda,10288424,,,,,,,
AaronRodriguezDelgado,13508375,,,,,,,
AaronSimmons,11445691,,,,,,,
AaronTroxel,11987526,,,,,,,
aaronze,4823557,,,,,,,
aarroyo,,,,,,,,
AArsac,,,,,,,,
AARTHI_VAISHNAVI-1999,12528472,,,,,,,
aarunda,,,,,,,,
aasafor,8020346,,,,,,,
AaSchiltz,,,,,,,,
Aashay,487608,,,,,,,
Aashi_R,11997688,,,,,,,
AashiqueAli,1426085,,,,,,,
Aashish_Kharbanda,8579339,,,,,,,
Aashna_Mittal,10621245,,,,,,,
aashnagupta19,7295708,,,,,,,
Aasne,11704688,,,,,,,
AASSAL29,5233858,,,,,,,
Aassila,,,,,,,,
AASSOULI,,,,,,,,
Aastier,1002387,,,,,,,
AASTRED,4517487,,,,,,,
Aatif,4470726,,,,,,,
aatjobs,12084285,,,,,,,
aatman,,,,,,,,
Aatome,,,,,,,,
aattali,,,,,,,,
AAU75,,,,,,,,
AAU92,,,,,,,,
AAube,,Montréal,CA,,None,,,
Aaubert3,4481019,,,,,,,
aauberville,8281461,,,,,,,
aaucouturier,,,,,,,,
aaudibert,11801267,,,,,,,
AAudibet,,,,,,,,
aaudreyg,5209591,,,,,,,
aauvinet,4034718,,,,,,,
aauzolat,7590136,,,,,,,
Aavallone,2790900,,,,,,,
aavine,,,,,,,,
aavot,,Mérignac,FR,m,1994,,Je suis passionné par le monde de l'aéronautique.,hs
aayala51,2947656,,,,,,,
AayushTuteja30,3968908,,,,,,,
aaz38,,,,,,,,
aazi-zi,,,,,,,,
aazim,5417329,,,,,,,
aazzsv,8565701,,,,,,,
ab_del,,,,,,,,
AB-SOW,,,,,,,,
ab0600,,,,,,,,
ab11001270,22213167,,,,,,,
ab1976,,,,,,,,
Ab2kone,,,,,,,,
ab34,4611504,,,,,,,
AB5581,,Brunoy,FR,m,1981,,,
ab67,,,,,,,,
AB69,,,,,,,,
AB75020,,,,,,,,
ab8765432,,,,,,,,
AB91,,,,,,,,
ABA23,,,,,,,,
ABAB,1026972,,,,,,,
Abab_13,,Marseille,FR,m,2000,Etudiant,Je veut m’améliorer et en apprendre d'avantage ,el
AbabacarDEME,81001,,,,,,,
ababila,1658631,,,,,,,
Ababm,11839214,,,,,,,
ababoua,,,,,,,,
ababs,,,,,,,,
Abaca,,,,,,,,
abaccour,11875211,,,,,,,
Abache,8709853,,,,,,,
abaclaire,11006603,,,,,,,
abaheux,,,,,,,,
abahloul,5814941,,,,,,,
ABAIDDER,,,,,,,,
abailloeul,8483253,,,,,,,
abajoit,18463772,,,,,,,
abajon,2420861,,,,,,,
abakar17,,,,,,,,
Abal,,Montrouge,FR,m,1960,,Côté innovant du mooc,m
abalti,2191431,,,,,,,
Abame87,2194696,,,,,,,
Abamet88,6587363,,,,,,,
abandajr,3581148,,,,,,,
abaniakina,,Paris,FR,f,1981,,J'ai également un BEP des métiers de l'électronique. Je m'inscris à FUN car mes horaires de travail ne me permettent pas aujourd'hui de suivre une formation dans un établissement.,hs
abannais,,,,,,,,
AbanoubZaki,8844973,,,,,,,
abarbarino,,,,,,,,
abarbier,197550,,,,,,,
abarbot,,,,,,,,
abarbria,,,,,,,,
abardou,,Paris,FR,f,1973,,,m
abarkouk,,rabat,MA,m,1990,,,m
ABarnes204,5775621,,,,,,,
abarnier,4017777,,,,,,,
Abarrah,18688362,,,,,,,
abarrat,,saint-brieuc,FR,m,1984,,Actualisation des connaissances en economie,m
abarry,,,,,,,,
abarry1,,,,,,,,
ABartolo,4144164,,,,,,,
abarussaud,4671081,,,,,,,
ABAS,17824,,,,,,,
AbasAbas,8742760,,,,,,,
abasene,,,,,,,,
AbasseBA,,paris,FR,m,1992,,"je suis en contrat d'apprentissage en cycle d'ingénieur et mon projet se porte sur les arduinos...
j'ai vu que vous dispensez des cours et que  vous partagez votre savoir faire...",m
Abassikonneh,8132701,,,,,,,
abathmwom,4023234,,,,,,,
abatoure,,,,,,,,
ABATS,1307158,,,,,,,
abattaggia,,,,m,,Prof interm,,
abattandier,,,,,,,,
abatten,6891389,,,,,,,
abattut,5982853,,,,,,,
AbaudotFR,,,,,,,,
abaudry81,,albi,FR,m,1963,,Nouveaux programmes de technologie en Collège,b
Abawouak,,,,,,,,
abayahya,6463573,,,,,,,
Abayomi_Olagbegi_shell_com,21463292,,,,,,,
abayomi332,,ABIDJAN,CI,m,1995,,POUR AVOIR PLUS DE CONNAISSANCE MAIS AUSSI PARCEQUE VOUS OFFREZ DE MEILLEURS COURS,hs
abayrak,10923458,,,,,,,
Abayrakak,5871746,,,,,,,
abazin,,,,m,,Prof interm,,
Abaziz,,,,,,,,
abb58,,Montreal,CA,f,1985,,i'm so happy to be part of FUN,m
Abba39,3081515,,,,,,,
abbamba,4191057,,,,,,,
Abbamissilimine,,,,,,,,
Abbas00,11308439,,,,,,,
abbas123,,,,,,,,
abbas1995,14828675,,,,,,,
Abbas313,10288690,,,,,,,
abbash5,11407656,,,,,,,
abbasmessaoud,,,,,,,,
abbasn,7117847,,,,,,,
Abbassi07,6741343,,,,,,,
abbassia,,None,,f,None,,,p
Abbel95,1223634,,,,,,,
abbelb,,Genève,CH,m,1985,,"Mes motivations sont essentiellement scientifiques.
J'ai depuis peu (env. 3 mois) entrepris un entraînement en course régulier et calculé afin de ""rentabiliser"" mes efforts (travail avec cardiofréquencemètre et mesure de la vitesse). J'ai donc commencé à m'intéresser aux mécanismes physiologiques de l'effort (notions de VO2, acide lactique, métabolismes du glycogène et des graisses etc...). Je trouve ceci très intéressant  : je veux approfondir ma culture là-dessus (et appliquer les notions apprises dans mon entraînement)",p
Abberliner,4984009,,,,,,,
abbesaitouna,,,,,,,,
Abbis,2663186,Casablanca,MR,m,1993,,I want to know more and more.,hs
abblardo,5771731,,,,,,,
Abboura,4098789,,,,,,,
AbbyOrallo,7633820,,,,,,,
Abbyssal,,Strasbourg,FR,m,1990,,J'ai toujours aimé bricoler !,el
ABC-1910,,,,,,,,
abc31,,,,,,,,
abcd,49717,None,,f,1951,,La connaissance.,m
abcd123456789,,,,,,,,
abcdamir,,casa,MA,m,1995,,merci,m
ABCDEF,,None,,,None,,,
abcdefgirl,,,,,,,,
ABCDT,,,,,,,,
ABChatignon,2412061,,,,,,,
abchin,13880619,,,,,,,
abchri,2597610,,,,,,,
abd_aldabee,10999462,,,,,,,
abd-el,,,,,,,,
ABD-OO,5429161,,,,,,,
abd1068,,,,,,,,
abda,,,,,,,,
abdabd,,,,,,,,
ABDAL,,None,,m,1972,,"Pouvoir suivre des cours de programmation informatique, a mon rythme et sans contrainte horaire, car je suis salarie et je passe deux heures par jour dans les transports en communs.",jhs
abdalah,2006167,,,,,,,
Abdalexis,,Kinshasa,CD,m,1995,,,jhs
abdalla_adam,11989206,,,,,,,
ABDALLAH_BRAHIM,,,,,,,,
abdallah_samate,4932749,,,,,,,
abdallah75013,,,,,,,,
AbdallahAgamy,3661613,,,,,,,
abdallahammar,11066592,,,,,,,
abdallahb,,,,,,,,
abdallahchaha,235290,,,,,,,
Abdallahfun,3430102,,,,,,,
abdallahiyaya,2400481,,,,,,,
AbdallahNomir96,9602872,,,,,,,
Abdallaoui,,,,,,,,
ABDALLEG,,,,,,,,
ABDBAGHAD,5190445,,,,,,,
abdcoul,1695046,,,,,,,
ABDE-LAZIZ,6617579,,,,,,,
Abde01,,,,,,,,
abdeel,,,,,,,,
abdeff,1834444,,,,,,,
abdejlil,,,,,,,,
abdel_ali_mazid,,,,,,,,
abdel_ma,,,,,,,,
ABDEL_RH,,,,,,,,
Abdel_Tif,,,,,,,,
Abdel-95,,,,,,,,
Abdel-Okash,18458214,,,,,,,
Abdel-Ola,6104470,,,,,,,
abdel-seouiri,,kenitra,MA,m,1991,,merci.,m
ABDEL13,1139430,,,,,,,
Abdel13127,,,,,,,,
abdel1810,,,,,,,,
abdel1982,,,,,,,,
abdel1996,,,,,,,,
abdel201623,,fes,MA,m,1992,,,b
Abdel22,5375725,,,,,,,
Abdel57,,None,,m,1979,,,b
abdel74,5487390,,,,,,,
abdel75013,524013,,,,,,,
abdel7amid,,Angers,FR,m,1980,,,m
abdel85,2503679,,,,,,,
abdelaali1,,,,,,,,
Abdelaalii,5623340,,,,,,,
AbdelaazizELamiri,9508976,,,,,,,
Abdeladem,,,,,,,,
ABDELADIM_ELBAKILI,,,,,,,,
Abdelaidabdallah2312,,,,,,,,
abdelakder11,,,,,,,,
abdelalaoui,,,,,,,,
abdelali_93,,,,,,,,
abdelali-kari,,,,,,,,
AbdelaliAK,,,,,,,,
abdelalimazid,,tetoaun,MA,m,1997,,,jhs
abdelalime,,,,,,,,
AbdelaliMTJ,,,,,,,,
abdelalitouil,,,,,,,,
AbdelatifChettouh,6838317,,,,,,,
Abdelaziz78,,,,,,,,
AbdelazizH,,,,,,,,
Abdelbardahm,,,,,,,,
abdelbek,1063395,,,,,,,
abdelboussa,,,,,,,,
abdelbouzidy,,,,,,,,
abdelcours,,,,,,,,
abdeldejy,,,,,,,,
Abdeldid,8252241,,,,,,,
ABDELEK,,,,,,,,
Abdelfatah2014,463335,,,,,,,
Abdelfattah_ABIDI,6083281,,,,,,,
Abdelfattah06,,,,,,,,
Abdelfattahennejjar,,,,,,,,
abdelgafar,6684067,,,,,,,
Abdelghafor,,Khouribga,MA,m,1983,,Pour me formé,hs
abdelghani2017,5654024,,,,,,,
Abdelghani59,3425293,,,,,,,
abdelghani61,,,,,,,,
abdelh,4841135,,,,,,,
AbdelhaiSahbaoui,164231,,,,,,,
abdelhak-mes,,,,,,,,
ABDELHAKIM1277744,,,,,,,,
abdelhalim1977,,Paris,FR,m,1996,,Mieux assimiler le langage C pour développer des applications metier,m
AbdelhamidAFRAH,,,,,,,,
abdelhamiderr,,,,,,,,
Abdelhaq,,Rabat,MA,m,1972,,dans le cadre de mes accupation je ressent un besoin d'améliorer mes connaissances dans quelques domaines en particulier,m
Abdelhaqq,4577292,,,,,,,
Abdelheq,,,,,,,,
AbdelHsi,,Lyon,FR,m,1992,,Interested in Continuous training and online training providing means to get improved .,m
Abdelilah_Rachidi,,,,,,,,
abdelilah1996,,,,,,,,
AbdelJ,,,,,,,,
Abdeljalil2016,,,,,,,,
abdelkaderhachemi,355023,,,,,,,
Abdelkadermehdi,,,,,,,,
abdelkadersmile,,,,,,,,
Abdelkamil,11325357,,,,,,,
ABDELKARIM-ADOUL1,5430277,,,,,,,
abdelkarimbourouin1981,,,,,,,,
abdelkarimtaam,,FES,MA,m,1983,,,m
abdelkelaa,,,,,,,,
abdelkhalekabdelkhalek2434,,,,,,,,
abdelkoundi,5839484,,,,,,,
abdelkrim_hafid,,,,,,,,
abdelkrimallam,,,,,,,,
AbdelkrimB,,Brussels,BE,m,1974,,Understand how the satellite communications works. I know nothing about the topic,m
abdelkrimsalama,,rabat,MA,m,1970,,"Chercheur dans le domaine des cellules souches pluripotentes induites « iPS » (projet de thèse de doctorat PhD) et praticien en secteur de PMA « 24 ans et plus » ;
Passionné par la biologie médicale, plus particulièrement la biologie de la reproduction et par les progrès de la procréation médicale et de la médecine régénératrice (biothérapie cellulaire et génique), mes études ont été centrées d’abord sur l’amélioration de la qualité en production par le :
 
      DESS « Assurance Qualité » que j’ai effectué à la faculté des sciences et techniques de  
      Tours.
 
Cette formation théorique demande un complément de connaissance, une amélioration du savoir faire et une mise à niveau et ce ci a été réalisé par le billet de :
 
      DU « Assistance Médicale à la Procréation » Faculté de Médecine de Montpellier ;
 
      DIU « Infertilité masculine et PMA » Facultés de médecine Toulouse / Montpellier ;
  
      DES Immunologie Approfondie, Faculté de Médecine et de Pharmacie de Rabat ;
 
      D.U Médecine Régénératrice : Thérapie Cellulaire et Génique, Facultés de Médecine de    
      Montpellier ;
 
      Doctorat PhD : Biologie médicale, pathologie humaine et expérimentale et 
      environnement, Faculté de Médecine et de Pharmacie de Rabat  (Encours).

Doté ainsi d'une quadruple formation scientifique, médicale, qualité et informatique, je recherche un poste de responsabilité et ce ci par le biais de cette formation « Désir d’entreprendre » organisé par France Université Numérique.
Par ailleurs, je suis persuadé que mes qualités relationnelles, ma rigueur et mon sens du service me permettront de bien réussir cette formation et de faire de notre collaboration une réussite partagée.

Espérant que mon profil satisfera les conditions requises pour cette formation, je vous prie de croire, en l'expression de mes respectueuses salutations.


									Abdelkrim SALAMA     
",p
abdell14,,,,,,,,
Abdellah_b,5912860,,,,,,,
Abdellah-AZOUGAY,2907522,,,,,,,
Abdellah2018,,,,,,,,
ABDELLAH94,6530434,,,,,,,
AbdellahHAHOU,,,,,,,,
Abdellahi2,,,,,,,,
Abdellaidi,5876111,,,,,,,
AbdellaouiJalal,6269707,,,,,,,
abdellatif,,,,,,,,
Abdellatif13,,,,,,,,
abdellatifm,,,,,,,,
abdellatifra,,Marrakech,MA,m,1973,,,b
ABDELLI96,,,,,,,,
abdellmajid,,,,,,,,
abdelmajid-17,,,,,,,,
Abdelmajid-BELAOUD,9396631,,,,,,,
abdelmajidbenali,,,,,,,,
abdelmajide,,,,,,,,
abdelmalek19,2496567,,,,,,,
abdelmalik2009,,,,,,,,
ABDELMALKI,,,,,,,,
Abdelmaoula_Taalaby,2930930,,,,,,,
AbdelMDE,6086455,,,,,,,
Abdelmich,,,,,,,,
abdelmoh78,166694,,,,,,,
Abdelmoti,,,,,,,,
abdelmottaleb,,,,,,,,
abdelmoujib,,fes,MA,m,1999,,,jhs
abdelmoun,,,,,,,,
abdelnacer,,,,,,,,
Abdelnor,,Courbevoie,FR,m,1977,,attracted by Fablab concept,m
abdelouahed,,,,,,,,
Abdelrahman-Nafea,13894015,,,,,,,
AbdelrahmanAhmedelBakry,2121837,,,,,,,
abdelrahmanayad,4660,,,,,,,
abdelrahmanhassan097,11707560,,,,,,,
Abdelwaheb,,,,,,,,
Abdelwahidhz,,,,,,,,
abdelzm,,,,,,,,
Abdemimou,9516101,,,,,,,
abdemiyha,20544098,,,,,,,
ABDEMK,,,,,,,,
Abden2017,,,,,,,,
Abdenabi,2464987,,,,,,,
abdenbi01071984,,,,,,,,
Abdennour01,,,,,,,,
abdennour0210,,,,,,,,
abdenourbenacer,9932141,,,,,,,
ABDER90,389382,,,,,,,
abderahman250,,,,,,,,
Abderahmen019,,,,,,,,
abderamane,,,,,,,,
AbderBell,,None,,m,1959,,Je prépare une thèse sur les capteurs sans fil,m
abderca,5233213,,,,,,,
abderdar,,Ghardaia,DZ,m,1982,"Cadre, sup",Want to learn Arduino to use for a weather station kit and PV tracking.,m
ABDERRAHIM010185,,,,,,,,
Abderrahim9,,,,,,,,
abderrahimpro,,None,,m,1990,,La science,m
abderrahimSaB,,,,,,,,
abderrahmanetechnique,,CASABLANCA,MA,m,1994,,je suis motivé de suivre cette formation pour améliorer  mes compétences  ,hs
abderramane,,,,,,,,
abderraouf77,,bordj el kiffan,DZ,m,1992,,,b
Abderrazak,,,,,,,,
abderrazakiazzi,,,,,,,,
Abderrazek_Messaoudi,,,,,,,,
abdeslem,,Medninne,TN,m,1993,,c'est une bon aidée et bon chance,m
abdessalem,,,,,,,,
abdessalemlamia,,,,,,,,
AbDessaMa7,,,,,,,,
Abdessamad_EL_KHARKI,,,,,,,,
abdessamad2015,,Palaiseau,FR,m,1994,,,m
abdessamad95,,,,,,,,
abdessamadbelhaouzi,,,,,,,,
Abdessamadghaichate,9224931,,,,,,,
abdessamadloudini,,,,,,,,
abdessamadrida,,,,,,,,
AbdessamadTayibi,,,,,,,,
abdessamed1981,,mascara ,DZ,m,1981,,,m
AbdessAZ,5519406,,,,,,,
Abdessmad,5486678,,,,,,,
AbdesZ,,,,,,,,
Abdfattah,,,,,,,,
abdi-hersi,21619427,,,,,,,
abdi1fr,4816501,,,,,,,
Abdiallo,890349,,,,,,,
abdiche,3238655,,,,,,,
Abdikarim,,,,,,,,
abdikhadar069,10981318,,,,,,,
ABDIRAGUEH,,POITIERS,FR,m,1982,,,jhs
Abdiraxman,11536950,,,,,,,
abdisspremier,3097703,,,,,,,
abdito1,,,,,,,,
abdkonta,5672807,,,,,,,
Abdlkarim,,,,,,,,
abdllhcmr,,,,,,,,
Abdnaceur,,,,,,,,
abdndiay206,,,,,,,,
abdo_hadfi,,,,,,,,
abdo_kech,,,,,,,,
abdo100,,,,,,,,
Abdo136,3732591,,,,,,,
abdo1990,,Tanger,MA,m,1990,,,b
abdo9,,safi,MA,m,1990,,,hs
Abdoatif,,Rabat,MA,m,1989,,Je suis très content d'être parmi vous,hs
abdobald,,Blagnac,FR,,None,,,
Abdochakour,,,,,,,,
abdodib,,,,,,,,
abdodiba,3229286,fes,MA,m,1992,,mrc pour ca,b
abdoDK,,,,,,,,
abdoitm,,,,,,,,
Abdojobs,,Agadir,MA,m,1988,,Master python,m
Abdolak,4499817,,,,,,,
Abdollah123,442656,,,,,,,
abdollahelmoudden,5213332,,,,,,,
abdomakrt,17750114,,,,,,,
abdomba,,,,,,,,
Abdomido,,,,,,,,
abdonaciri,,Casablanca,MA,m,1989,,,m
AbdontNDZONDO,298758,,,,,,,
abdoo667,6904794,,,,,,,
abdoox,,Marrakech,MA,m,1994,Etudiant,"je suis inscrit pour se développer et améliorer mes compétences techniques et personnelles, et créer mon réseau professionnelle. ",m
abdos007,6702806,,,,,,,
AbdoTala,,,,,,,,
abdou_02-10,,,,,,,,
Abdou_Ab,,,,,,,,
Abdou_Djam,16395528,,,,,,,
Abdou_tounssi,,,,,,,,
abdou-,,,,,,,,
Abdou-Fulani,5336413,,,,,,,
Abdou101,,Alger,DZ,m,1995,,,b
ABDOU1112,,rabat,MA,m,1992,,iuop,m
abdou12,,,,,,,,
ABDOU159,,RABAT,MA,m,1996,,,b
abdou190,,,,,,,,
Abdou2005,3037829,,,,,,,
abdou20081995,,,,,,,,
abdou2011,,,,,,,,
abdou55,864871,,,,,,,
Abdou70,,,,,,,,
Abdou75020,7008782,,,,,,,
Abdou92,4610706,,,,,,,
Abdou94,,,,,,,,
abdou98,,,,,,,,
Abdouap,,,,,,,,
Abdouaziz98,,,,,,,,
abdoucasa,682665,,,,,,,
Abdoufaye,2127781,,,,,,,
abdoufrk,1863811,,,,,,,
Abdougado,9267931,,,,,,,
abdouhakimfall,4971879,,,,,,,
abdouhou,,alger,DZ,,None,,,m
AbdouKarimYaffa,,,,,,,,
AbdouKhadre28,3461647,,,,,,,
Abdoukone,,,,,,,,
Abdoul_Razak,2300595,,,,,,,
Abdoul-Basit,,,,,,,,
ABDOUL-FATTAH,5038912,,,,,,,
Abdoul-ka,,Sidi bel abbes,DZ,m,1991,,Je trouve que Fun est une initiative salutaire. Je voudrais me former chaque jour et je pense que Fun est l'idéal pour cela en donnant des formations et cours en ligne exemplaire,b
Abdoul-zakari,,DAKAR,SN,m,1993,,"La première des  choses qui ma motiver est votre slogan ""SE FORMER EN LIBERTE"" vous savais dans le monde d'aujourd'hui le manque de temps est un des plus grands souci, de cet fait une formation à la fin de laquelle vous aurai une certification ne pas à la porter de n'importe qui.
et surtout que ma filière est l'informatique et télécommunication et que dans cet monde tout ceux dont on na besoin  se trouve sur votre plateforme, bref ce vraiment une occasion à ne surtout pas rater. ",b
Abdoul01,,,,,,,,
abdoul0101,,odienne,CI,m,1985,,"bjr titulaire d'un diplôme d'ingénieur des techniques informatiques , je fais mon inscriptions a fun dans l'intention de suivre une des cours et avoir plus de connaissances et des diplômes europeens",other
Abdoul24,,,,,,,,
Abdoul27,,,,,,,,
abdoul380,,None,CM,m,1987,,Tout d'abord je vous remercie d'avoir pensé à ce cours. Je m'inscris ici pour approfondir mes connaissances car j'ai fait réseaux et télécoms dans mon cursus et aussi obtenir un certificat authentique attestant mes connaissances apprises ici,m
abdoulaat,,,,,,,,
abdoulahad,,BREST,FR,m,1989,,Améliorer ma culture scientifique et technologique.,m
abdoulahadfall04,1165800,,,,,,,
Abdoulahi,,Mbacké,SN,m,1983,,"J'ai toujours aimé la philosophie. Je persiste à croire que, quiconque voudrait mener une vie paisible, devrait s'efforcer de faire sienne la sagesse socratique : "" Connais-toi, toi-même...""",el
Abdoulay,,,,,,,,
abdoulaye_mamadou,,,,,,,,
Abdoulaye01,,dakar,SN,m,1992,,je suis un jeune étudiant très curieux et j'aimerai acquérir d'avantage de connaissance raison pour la quelle je souhaite intégrés FUN ,jhs
abdoulaye28,4462755,,,,,,,
abdoulayeDOUMBIA,2680241,,,,,,,
abdoulayekamas4,4597686,,,,,,,
AbdoulayeM,2263813,,,,,,,
AbdoulayeOX91,5865527,,,,,,,
AbdoulayeSedego,17187076,,,,,,,
abdoulayesidibe,303006,,,,,,,
Abdoulaziz6,,,,,,,,
abdoulazizcisse1,,,,,,,,
abdoulcarimarahman,3008525,,,,,,,
Abdoulcherif,7975256,,,,,,,
abdoulD,,ivry sur seine,FR,m,1979,,"  Bonjour ; je souhaiterai découvrir cette plateforme pour m'informer sur certains sujets .
Merci.",el
abdoulhakim,8094634,,,,,,,
Abdoulkader7782,,,,,,,,
AbdoulKhadim,,,,,,,,
abdoulksissoko,,,,,,,,
abdoull,,,,,,,,
Abdoullatif,,,,,,,,
abdoullo,,,,,,,,
abdoulm2006,1642857,,,,,,,
AbdoulOumar,3814578,,,,,,,
Abdoulrazac,,,,,,,,
Abdoulrazak,,,,,,,,
abdoulrazak11,,,,,,,,
Abdouls,1791097,,,,,,,
abdoulsn,16426066,,,,,,,
Abdoulsore,,bagneux,FR,m,1991,,,m
Abdoulsouare,,,,,,,,
abdoulz,8598753,,,,,,,
abdoumacro,,,,,,,,
ABDOUMANSOUR,6994512,,,,,,,
Abdoumatine,,,,,,,,
abdouprofie,,,,,,,,
AbdouRadjouh,,,,,,,,
ABDOURAHAMANE_BIRRARE,,,,,,,,
Abdourahamane94,,,,,,,,
abdourahamanenebih,8379853,,,,,,,
AbdourahimDIALLO1,240513,,,,,,,
Abdourahimeugb,,,,,,,,
AbdouramanDalil,,,,,,,,
Abdouramanesawadogo,5546097,,,,,,,
abdouraouf,,bangui,CF,m,1997,,je suis motivé pour la formation que vous mettez a notre disposition et je ferai de mon  effort d'applique tout ce que vous demande pour ma réussite.,jhs
Abdouroihamane,4118604,,,,,,,
abdousgf,484068,,,,,,,
ABDOUSINE,2839557,,,,,,,
abdousolo92,,,,,,,,
abdouSow,,None,,m,1985,,"Ma motivation principale es de profiter des moyens que m'offre Fun pour apprendre , je suis toujours à la recherche du savoir ",b
abdouxnew,1307526,,,,,,,
Abdouzan,3950142,,,,,,,
Abdovich,841786,,,,,,,
abdrabih,5958682,,,,,,,
ABDRACOUL,,,,,,,,
Abdrahamane,,,,,,,,
Abdramane74,,,,,,,,
AbdramaneTRAORE,,,,,,,,
Abdrezak,,,,,,,,
AbDuf,,None,,m,1988,,,a
Abdul-Aziz,7921066,,,,,,,
Abdul-Bari,8373612,,,,,,,
abdulgaffar31,11727764,,,,,,,
abdulhamid89,,,,,,,,
Abdullah-Naveed,11066204,,,,,,,
abdullah22,,,,,,,,
AbdullahAlmuhands,9114488,,,,,,,
AbdullahGamalTaha,17586797,,,,,,,
AbdullahiJimohMustapha,16113445,,,,,,,
AbdullahRafique,3084636,,,,,,,
AbdullAzizGhafori,10340467,,,,,,,
abdulrahman-basalama,10983466,,,,,,,
abdulrahman2k,9970864,,,,,,,
Abdulrahman44,12143278,,,,,,,
abdultoure,,,,,,,,
AbdulWahid9,21970373,,,,,,,
Abdurrahmane,464172,,,,,,,
abdusmb,,bougara,DZ,m,1993,,,m
Abdy19,4702461,,,,,,,
Abdyl,,,,,,,,
ABDZ,,,,,,,,
abdzulkifli,12407081,,,,,,,
ABE-49,6688478,,,,,,,
abeaud,,,,,,,,
abeaumelle,,,,,,,,
abeauvy,,,,,,,,
abec27,,,,,,,,
ABECKERT,,rosny sous bois,FR,m,1978,,,hs
AbedB,,,,,,,,
abedkanbar,,,,,,,,
AbeilHom31,,,,m,,Enseignant,,
abeill,3049667,,,,,,,
Abeille77,,,,,,,,
AbeilleChagrin,,,,,,,,
Abeilles,1005456,,,,,,,
AbekuAdams,10882441,,,,,,,
abel-,,verdun,FR,m,None,,préparation concours,b
abel07,,,,,,,,
Abel08,1243368,,,,,,,
abel74,,,,,,,,
abelanes,,tunis,TN,f,1995,,,other
aBelarbi,2047321,,,,,,,
Abelard83,6311746,,,,,,,
abelarrieta,41051,,,,,,,
abelegou,5503307,,,,,,,
abelghoul,6755215,,,,,,,
abelias,,None,,m,1975,,,a
abeligond,976602,,,,,,,
AbelineM,,,,,,,,
abelinguier,5407480,,,,,,,
abeljoe,3712407,,,,,,,
AbelJosephJohn,13128305,,,,,,,
Abelkacem2018,,,,,,,,
abelkacemi,,,,,,,,
Abelkader,,,,,,,,
abelkess,,Rennes,FR,m,1992,,I'm doing a specialised masters at the engineering school Telecom Bretagne about Mobile networks and this course will be essential for me.,m
abellache,1284267,,,,,,,
ABELLAH,,,,,,,,
abellanger,,,,,,,,
abellica,6382783,,,,,,,
ABELNGUESSAN10,,,,,,,,
AbelRajo,,,,,,,,
abelramos,5335098,,,,,,,
AbelSilva,,,,m,,"Cadre, sup",,
abelson69,5500149,,,,,,,
Aben45,,,,,,,,
Abena,54256,,,,,,,
Abena7,,,,,,,,
abenabdelkader,8029861,,,,,,,
abenabdellah,,,,,,,,
abenahmed,,,,,,,,
abenahmed1,,,,,,,,
abenard,,,,,,,,
abenben,8481233,,,,,,,
abenchelef,1339728,Eragny,FR,m,1977,,Je voudrais apprendre à utiliser les machines à commande numériques.,jhs
abenchelef95,,,,,,,,
ABenchiheb,5590079,,,,,,,
ABENDAOUD,,,,,,,,
abenezet,,AGEN,FR,f,1983,,Je suis actuellement salariée et étudiante à distance car il est important pour moi de continuer à me former et de m'instruire sur mon temps libre. ,b
abeng,,yaoundé,CM,m,1991,,,other
ABENGAIDE,,,,,,,,
